0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/10,Jueves,3467,3989,3728
29/10,Viernes,3393,3903,3648
1/11,Lunes,3507,4035,3771
2/11,Martes,3433,3949,3691
3/11,Miércoles,3604,4146,3875
4/11,Jueves,3523,4053,3788
5/11,Viernes,3438,3956,3697
8/11,Lunes,3691,4247,3969
9/11,Martes,3820,4396,4108
10/11,Miércoles,3721,4281,4001
11/11,Jueves,3738,4300,4019
12/11,Viernes,3700,4258,3979
15/11,Lunes,3776,4344,4060
16/11,Martes,3967,4565,4266
17/11,Miércoles,4099,4717,4408
18/11,Jueves,4037,4645,4341
19/11,Viernes,4189,4819,4504
22/11,Lunes,4003,4605,4304
23/11,Martes,4019,4625,4322
24/11,Miércoles,3990,4590,4290
25/11,Jueves,4002,4604,4303
26/11,Viernes,4070,4682,4376
29/11,Lunes,4229,4865,4547
30/11,Martes,4185,4815,4500
