0,1,2,3,4
Fecha,Día,Min,Máx,Precio
3/06,Jueves,2586,2976,2781
4/06,Viernes,2517,2895,2706
7/06,Lunes,2854,3284,3069
8/06,Martes,2990,3440,3215
9/06,Miércoles,2823,3249,3036
10/06,Jueves,2487,2861,2674
11/06,Viernes,2358,2714,2536
14/06,Lunes,2517,2895,2706
15/06,Martes,2572,2960,2766
16/06,Miércoles,2984,3434,3209
17/06,Jueves,2730,3140,2935
18/06,Viernes,2573,2961,2767
21/06,Lunes,2261,2601,2431
22/06,Martes,2569,2955,2762
23/06,Miércoles,2158,2482,2320
24/06,Jueves,2223,2557,2390
25/06,Viernes,2033,2339,2186
28/06,Lunes,2001,2303,2152
29/06,Martes,1787,2055,1921
30/06,Miércoles,1960,2254,2107
1/07,Jueves,1912,2200,2056
2/07,Viernes,1745,2007,1876
5/07,Lunes,1846,2124,1985
6/07,Martes,1856,2136,1996
