0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/07,Lunes,1795,2065,1930
13/07,Martes,1790,2060,1925
14/07,Miércoles,1893,2177,2035
15/07,Jueves,1790,2060,1925
16/07,Viernes,1867,2149,2008
19/07,Lunes,1929,2219,2074
20/07,Martes,1972,2268,2120
21/07,Miércoles,1827,2103,1965
22/07,Jueves,1921,2211,2066
23/07,Viernes,1997,2297,2147
26/07,Lunes,2098,2414,2256
27/07,Martes,2272,2614,2443
28/07,Miércoles,2298,2644,2471
29/07,Jueves,2092,2406,2249
30/07,Viernes,2113,2431,2272
2/08,Lunes,2213,2547,2380
3/08,Martes,2203,2535,2369
4/08,Miércoles,1854,2134,1994
5/08,Jueves,1920,2208,2064
6/08,Viernes,1864,2144,2004
9/08,Lunes,1754,2018,1886
10/08,Martes,1758,2022,1890
11/08,Miércoles,1636,1882,1759
12/08,Jueves,1612,1854,1733
