0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/10,Miércoles,3197,3679,3438
14/10,Jueves,3317,3817,3567
15/10,Viernes,3169,3647,3408
18/10,Lunes,3182,3662,3422
19/10,Martes,3158,3634,3396
20/10,Miércoles,3169,3645,3407
21/10,Jueves,3222,3706,3464
22/10,Viernes,3348,3852,3600
25/10,Lunes,3314,3812,3563
26/10,Martes,3342,3846,3594
27/10,Miércoles,3423,3939,3681
28/10,Jueves,3776,4344,4060
29/10,Viernes,3973,4571,4272
1/11,Lunes,4035,4643,4339
2/11,Martes,3871,4453,4162
3/11,Miércoles,3698,4254,3976
4/11,Jueves,3873,4457,4165
5/11,Viernes,3866,4448,4157
8/11,Lunes,3592,4132,3862
9/11,Martes,3680,4234,3957
10/11,Miércoles,4103,4721,4412
11/11,Jueves,3819,4393,4106
12/11,Viernes,3403,3915,3659
15/11,Lunes,3297,3793,3545
