0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/05,Jueves,4111,4729,4420
14/05,Viernes,4134,4756,4445
17/05,Lunes,4145,4769,4457
18/05,Martes,4659,5361,5010
19/05,Miércoles,4648,5348,4998
20/05,Jueves,4600,5292,4946
21/05,Viernes,5008,5762,5385
24/05,Lunes,4727,5439,5083
25/05,Martes,5483,6309,5896
26/05,Miércoles,5491,6317,5904
27/05,Jueves,5830,6708,6269
28/05,Viernes,5867,6751,6309
31/05,Lunes,5883,6769,6326
1/06,Martes,6067,6981,6524
2/06,Miércoles,6385,7347,6866
3/06,Jueves,6971,8021,7496
4/06,Viernes,7296,8394,7845
7/06,Lunes,6832,7860,7346
8/06,Martes,6741,7755,7248
9/06,Miércoles,6864,7898,7381
10/06,Jueves,6940,7984,7462
11/06,Viernes,7484,8610,8047
14/06,Lunes,7221,8309,7765
15/06,Martes,6982,8034,7508
