0,1,2,3,4
Fecha,Día,Min,Máx,Precio
9/08,Lunes,2732,3144,2938
10/08,Martes,2969,3415,3192
11/08,Miércoles,2854,3284,3069
12/08,Jueves,2913,3351,3132
13/08,Viernes,2944,3388,3166
16/08,Lunes,3024,3480,3252
17/08,Martes,3124,3594,3359
18/08,Miércoles,3235,3721,3478
19/08,Jueves,3234,3720,3477
20/08,Viernes,3337,3839,3588
23/08,Lunes,3392,3902,3647
24/08,Martes,3404,3916,3660
25/08,Miércoles,3502,4030,3766
26/08,Jueves,3675,4229,3952
27/08,Viernes,3730,4292,4011
30/08,Lunes,4166,4794,4480
31/08,Martes,4092,4708,4400
1/09,Miércoles,3933,4525,4229
2/09,Jueves,3916,4506,4211
3/09,Viernes,3966,4562,4264
6/09,Lunes,3879,4463,4171
7/09,Martes,3731,4293,4012
8/09,Miércoles,3834,4412,4123
9/09,Jueves,3660,4210,3935
