0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/09,Lunes,3307,3805,3556
14/09,Martes,3366,3872,3619
15/09,Miércoles,3155,3629,3392
16/09,Jueves,3087,3551,3319
17/09,Viernes,3148,3622,3385
20/09,Lunes,2750,3164,2957
21/09,Martes,2733,3145,2939
22/09,Miércoles,2780,3198,2989
23/09,Jueves,2743,3155,2949
24/09,Viernes,2852,3282,3067
27/09,Lunes,2821,3245,3033
28/09,Martes,3145,3619,3382
29/09,Miércoles,3346,3850,3598
30/09,Jueves,3350,3854,3602
1/10,Viernes,3328,3828,3578
4/10,Lunes,3298,3794,3546
5/10,Martes,3492,4018,3755
6/10,Miércoles,3346,3850,3598
7/10,Jueves,3406,3918,3662
8/10,Viernes,3252,3742,3497
11/10,Lunes,3333,3835,3584
12/10,Martes,3349,3853,3601
13/10,Miércoles,3288,3784,3536
14/10,Jueves,3393,3903,3648
