0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/05,Viernes,3234,3720,3477
17/05,Lunes,3421,3937,3679
18/05,Martes,3441,3959,3700
19/05,Miércoles,3450,3970,3710
20/05,Jueves,3878,4462,4170
21/05,Viernes,3869,4451,4160
24/05,Lunes,3829,4405,4117
25/05,Martes,4169,4797,4483
26/05,Miércoles,3936,4528,4232
27/05,Jueves,4565,5253,4909
28/05,Viernes,4572,5260,4916
31/05,Lunes,4855,5585,5220
1/06,Martes,4885,5621,5253
2/06,Miércoles,4898,5636,5267
3/06,Jueves,5052,5812,5432
4/06,Viernes,5317,6117,5717
7/06,Lunes,5804,6678,6241
8/06,Martes,6075,6989,6532
9/06,Miércoles,5689,6545,6117
10/06,Jueves,5613,6457,6035
11/06,Viernes,5716,6576,6146
14/06,Lunes,5779,6649,6214
15/06,Martes,6232,7170,6701
16/06,Miércoles,6013,6919,6466
