0,1,2,3,4
Fecha,Día,Min,Máx,Precio
25/10,Lunes,3716,4276,3996
26/10,Martes,3901,4489,4195
27/10,Miércoles,3814,4388,4101
28/10,Jueves,3722,4282,4002
29/10,Viernes,3995,4597,4296
1/11,Lunes,4136,4758,4447
2/11,Martes,4028,4634,4331
3/11,Miércoles,4046,4656,4351
4/11,Jueves,4006,4608,4307
5/11,Viernes,4087,4703,4395
8/11,Lunes,4295,4941,4618
9/11,Martes,4438,5106,4772
10/11,Miércoles,4371,5029,4700
11/11,Jueves,4535,5217,4876
12/11,Viernes,4333,4985,4659
15/11,Lunes,4351,5005,4678
16/11,Martes,4318,4968,4643
17/11,Miércoles,4331,4983,4657
18/11,Jueves,4404,5068,4736
19/11,Viernes,4577,5267,4922
22/11,Lunes,4530,5212,4871
23/11,Martes,4570,5258,4914
24/11,Miércoles,4681,5385,5033
25/11,Jueves,5163,5941,5552
