0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/04,Lunes,2052,2360,2206
13/04,Martes,1907,2194,2050
14/04,Miércoles,1911,2199,2055
15/04,Jueves,1940,2232,2086
16/04,Viernes,2005,2307,2156
19/04,Lunes,1887,2171,2029
20/04,Martes,2047,2355,2201
21/04,Miércoles,2099,2415,2257
22/04,Jueves,2187,2517,2352
23/04,Viernes,2217,2551,2384
26/04,Lunes,2387,2747,2567
27/04,Martes,2349,2703,2526
28/04,Miércoles,2369,2725,2547
29/04,Jueves,2537,2919,2728
30/04,Viernes,2544,2926,2735
3/05,Lunes,2412,2776,2594
4/05,Martes,2394,2754,2574
5/05,Miércoles,2257,2597,2427
6/05,Jueves,2231,2567,2399
7/05,Viernes,2225,2561,2393
10/05,Lunes,2267,2609,2438
11/05,Martes,2209,2541,2375
12/05,Miércoles,2229,2565,2397
13/05,Jueves,2244,2582,2413
