0,1,2,3,4
Fecha,Día,Min,Máx,Precio
15/10,Viernes,3467,3989,3728
18/10,Lunes,3415,3929,3672
19/10,Martes,3543,4077,3810
20/10,Miércoles,3386,3896,3641
21/10,Jueves,3400,3912,3656
22/10,Viernes,3375,3883,3629
25/10,Lunes,3385,3895,3640
26/10,Martes,3442,3960,3701
27/10,Miércoles,3577,4115,3846
28/10,Jueves,3540,4072,3806
29/10,Viernes,3571,4109,3840
1/11,Lunes,3658,4208,3933
2/11,Martes,4034,4642,4338
3/11,Miércoles,4245,4885,4565
4/11,Jueves,4311,4961,4636
5/11,Viernes,4136,4758,4447
8/11,Lunes,3952,4546,4249
9/11,Martes,4139,4763,4451
10/11,Miércoles,4132,4754,4443
11/11,Jueves,3839,4417,4128
12/11,Viernes,3933,4525,4229
15/11,Lunes,4386,5046,4716
16/11,Martes,4082,4696,4389
17/11,Miércoles,3637,4185,3911
