0,1,2,3,4
Fecha,Día,Min,Máx,Precio
15/06,Martes,2470,2842,2656
16/06,Miércoles,2616,3010,2813
17/06,Jueves,2634,3030,2832
18/06,Viernes,2508,2886,2697
21/06,Lunes,2374,2732,2553
22/06,Martes,2471,2843,2657
23/06,Miércoles,2391,2751,2571
24/06,Jueves,2288,2632,2460
25/06,Viernes,2358,2714,2536
28/06,Lunes,2304,2650,2477
29/06,Martes,2172,2500,2336
30/06,Miércoles,2292,2636,2464
1/07,Jueves,2354,2708,2531
2/07,Viernes,2291,2635,2463
5/07,Lunes,2598,2990,2794
6/07,Martes,2722,3132,2927
7/07,Miércoles,2571,2957,2764
8/07,Jueves,2264,2604,2434
9/07,Viernes,2147,2471,2309
12/07,Lunes,2292,2636,2464
13/07,Martes,2342,2694,2518
14/07,Miércoles,2717,3125,2921
15/07,Jueves,2484,2858,2671
16/07,Viernes,2342,2694,2518
