0,1,2,3,4
Fecha,Día,Min,Máx,Precio
8/04,Jueves,1697,1953,1825
9/04,Viernes,1701,1957,1829
12/04,Lunes,1726,1986,1856
13/04,Martes,1784,2052,1918
14/04,Miércoles,1679,1931,1805
15/04,Jueves,1821,2095,1958
16/04,Viernes,1867,2149,2008
19/04,Lunes,1946,2240,2093
20/04,Martes,1973,2271,2122
21/04,Miércoles,2125,2445,2285
22/04,Jueves,2092,2406,2249
23/04,Viernes,2109,2427,2268
26/04,Lunes,2259,2599,2429
27/04,Martes,2265,2605,2435
28/04,Miércoles,2147,2471,2309
29/04,Jueves,2131,2451,2291
30/04,Viernes,2009,2311,2160
3/05,Lunes,1986,2284,2135
4/05,Martes,1981,2279,2130
5/05,Miércoles,2018,2322,2170
6/05,Jueves,1966,2262,2114
7/05,Viernes,1985,2283,2134
10/05,Lunes,1999,2299,2149
11/05,Martes,1939,2231,2085
