0,1,2,3,4
Fecha,Día,Min,Máx,Precio
1/10,Viernes,2937,3379,3158
4/10,Lunes,2983,3431,3207
5/10,Martes,2861,3291,3076
6/10,Miércoles,2733,3145,2939
7/10,Jueves,2863,3295,3079
8/10,Viernes,2858,3288,3073
11/10,Lunes,2655,3055,2855
12/10,Martes,2720,3130,2925
13/10,Miércoles,3034,3490,3262
14/10,Jueves,2823,3249,3036
15/10,Viernes,2517,2895,2706
18/10,Lunes,2438,2806,2622
19/10,Martes,2465,2836,2650
20/10,Miércoles,2347,2701,2524
21/10,Jueves,2318,2666,2492
22/10,Viernes,2438,2806,2622
25/10,Lunes,2550,2934,2742
26/10,Martes,2458,2828,2643
27/10,Miércoles,2565,2951,2758
28/10,Jueves,2611,3003,2807
29/10,Viernes,2447,2815,2631
1/11,Lunes,2394,2754,2574
2/11,Martes,2441,2809,2625
3/11,Miércoles,2132,2454,2293
