0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/10,Lunes,3229,3715,3472
5/10,Martes,3562,4098,3830
6/10,Miércoles,3748,4312,4030
7/10,Jueves,3806,4380,4093
8/10,Viernes,3651,4201,3926
11/10,Lunes,3488,4014,3751
12/10,Martes,3654,4204,3929
13/10,Miércoles,3647,4197,3922
14/10,Jueves,3389,3899,3644
15/10,Viernes,3472,3994,3733
18/10,Lunes,3872,4454,4163
19/10,Martes,3603,4145,3874
20/10,Miércoles,3210,3694,3452
21/10,Jueves,3110,3578,3344
22/10,Viernes,3143,3617,3380
25/10,Lunes,2994,3444,3219
26/10,Martes,2956,3400,3178
27/10,Miércoles,3110,3578,3344
28/10,Jueves,3252,3742,3497
29/10,Viernes,3135,3607,3371
1/11,Lunes,3271,3763,3517
2/11,Martes,3329,3831,3580
3/11,Miércoles,3121,3591,3356
4/11,Jueves,3053,3513,3283
