0,1,2,3,4
Fecha,Día,Min,Máx,Precio
25/06,Viernes,1868,2150,2009
28/06,Lunes,1957,2251,2104
29/06,Martes,1948,2242,2095
30/06,Miércoles,1640,1886,1763
1/07,Jueves,1697,1953,1825
2/07,Viernes,1648,1896,1772
5/07,Lunes,1550,1784,1667
6/07,Martes,1554,1788,1671
7/07,Miércoles,1446,1664,1555
8/07,Jueves,1425,1639,1532
9/07,Viernes,1466,1686,1576
12/07,Lunes,1552,1786,1669
13/07,Martes,1562,1798,1680
14/07,Miércoles,1488,1712,1600
15/07,Jueves,1408,1620,1514
16/07,Viernes,1466,1686,1576
19/07,Lunes,1418,1632,1525
20/07,Martes,1357,1561,1459
21/07,Miércoles,1399,1609,1504
22/07,Jueves,1366,1572,1469
23/07,Viernes,1288,1482,1385
26/07,Lunes,1359,1563,1461
27/07,Martes,1396,1606,1501
28/07,Miércoles,1358,1562,1460
