0,1,2,3,4
Fecha,Día,Min,Máx,Precio
15/09,Miércoles,2944,3388,3166
16/09,Jueves,3072,3534,3303
17/09,Viernes,3127,3597,3362
20/09,Lunes,2930,3372,3151
21/09,Martes,2867,3299,3083
22/09,Miércoles,2924,3364,3144
23/09,Jueves,2554,2938,2746
24/09,Viernes,2538,2920,2729
27/09,Lunes,2581,2969,2775
28/09,Martes,2546,2930,2738
29/09,Miércoles,2649,3047,2848
30/09,Jueves,2619,3013,2816
1/10,Viernes,2920,3360,3140
4/10,Lunes,3107,3575,3341
5/10,Martes,3111,3579,3345
6/10,Miércoles,3090,3556,3323
7/10,Jueves,3062,3524,3293
8/10,Viernes,3243,3731,3487
11/10,Lunes,3107,3575,3341
12/10,Martes,3163,3639,3401
13/10,Miércoles,3020,3474,3247
14/10,Jueves,3095,3561,3328
15/10,Viernes,3110,3578,3344
18/10,Lunes,3053,3513,3283
