0,1,2,3,4
Fecha,Día,Min,Máx,Precio
17/05,Lunes,4162,4788,4475
18/05,Martes,4061,4673,4367
19/05,Miércoles,3705,4263,3984
20/05,Jueves,3920,4510,4215
21/05,Viernes,3942,4536,4239
24/05,Lunes,3953,4549,4251
25/05,Martes,4444,5112,4778
26/05,Miércoles,4433,5101,4767
27/05,Jueves,4388,5048,4718
28/05,Viernes,4777,5497,5137
31/05,Lunes,4510,5188,4849
1/06,Martes,5231,6019,5625
2/06,Miércoles,5239,6027,5633
3/06,Jueves,5563,6401,5982
4/06,Viernes,5599,6441,6020
7/06,Lunes,5613,6459,6036
8/06,Martes,5789,6661,6225
9/06,Miércoles,6092,7010,6551
10/06,Jueves,6651,7653,7152
11/06,Viernes,6961,8009,7485
14/06,Lunes,6518,7500,7009
15/06,Martes,6431,7399,6915
16/06,Miércoles,6549,7535,7042
17/06,Jueves,6621,7617,7119
