0,1,2,3,4
Fecha,Día,Min,Máx,Precio
25/05,Martes,1787,2055,1921
26/05,Miércoles,1684,1938,1811
27/05,Jueves,1480,1702,1591
28/05,Viernes,1681,1933,1807
31/05,Lunes,1412,1624,1518
1/06,Martes,1455,1673,1564
2/06,Miércoles,1330,1530,1430
3/06,Jueves,1309,1507,1408
4/06,Viernes,1169,1345,1257
7/06,Lunes,1282,1476,1379
8/06,Martes,1252,1440,1346
9/06,Miércoles,1142,1314,1228
10/06,Jueves,1208,1390,1299
11/06,Viernes,1215,1397,1306
14/06,Lunes,1218,1402,1310
15/06,Martes,1370,1576,1473
16/06,Miércoles,1367,1573,1470
17/06,Jueves,1353,1557,1455
18/06,Viernes,1473,1695,1584
21/06,Lunes,1390,1600,1495
22/06,Martes,1613,1855,1734
23/06,Miércoles,1614,1858,1736
24/06,Jueves,1714,1972,1843
25/06,Viernes,1725,1985,1855
