0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/05,Miércoles,4111,4729,4420
13/05,Jueves,4134,4756,4445
14/05,Viernes,4145,4769,4457
17/05,Lunes,4659,5361,5010
18/05,Martes,4648,5348,4998
19/05,Miércoles,4600,5292,4946
20/05,Jueves,5008,5762,5385
21/05,Viernes,4727,5439,5083
24/05,Lunes,5483,6309,5896
25/05,Martes,5491,6317,5904
26/05,Miércoles,5830,6708,6269
27/05,Jueves,5867,6751,6309
28/05,Viernes,5883,6769,6326
31/05,Lunes,6067,6981,6524
1/06,Martes,6385,7347,6866
2/06,Miércoles,6971,8021,7496
3/06,Jueves,7296,8394,7845
4/06,Viernes,6832,7860,7346
7/06,Lunes,6741,7755,7248
8/06,Martes,6864,7898,7381
9/06,Miércoles,6940,7984,7462
10/06,Jueves,7484,8610,8047
11/06,Viernes,7221,8309,7765
14/06,Lunes,6982,8034,7508
