0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/06,Miércoles,2856,3286,3071
3/06,Jueves,2992,3442,3217
4/06,Viernes,2825,3251,3038
7/06,Lunes,2488,2862,2675
8/06,Martes,2359,2715,2537
9/06,Miércoles,2518,2896,2707
10/06,Jueves,2573,2961,2767
11/06,Viernes,2985,3435,3210
14/06,Lunes,2730,3142,2936
15/06,Martes,2574,2962,2768
16/06,Miércoles,2262,2602,2432
17/06,Jueves,2570,2956,2763
18/06,Viernes,2159,2483,2321
21/06,Lunes,2224,2558,2391
22/06,Martes,2034,2340,2187
23/06,Miércoles,2002,2304,2153
24/06,Jueves,1787,2057,1922
25/06,Viernes,1960,2256,2108
28/06,Lunes,1913,2201,2057
29/06,Martes,1746,2008,1877
30/06,Miércoles,1847,2125,1986
1/07,Jueves,1857,2137,1997
2/07,Viernes,1863,2143,2003
5/07,Lunes,2093,2409,2251
