0,1,2,3,4
Fecha,Día,Min,Máx,Precio
6/07,Martes,2254,2594,2424
7/07,Miércoles,2329,2679,2504
8/07,Jueves,2380,2738,2559
9/07,Viernes,2205,2537,2371
12/07,Lunes,2318,2668,2493
13/07,Martes,2409,2771,2590
14/07,Miércoles,2531,2913,2722
15/07,Jueves,2741,3153,2947
16/07,Viernes,2772,3190,2981
19/07,Lunes,2524,2904,2714
20/07,Martes,2550,2934,2742
21/07,Miércoles,2671,3073,2872
22/07,Jueves,2659,3059,2859
23/07,Viernes,2238,2574,2406
26/07,Lunes,2316,2664,2490
27/07,Martes,2249,2587,2418
28/07,Miércoles,2116,2434,2275
29/07,Jueves,2120,2440,2280
30/07,Viernes,1973,2271,2122
2/08,Lunes,1944,2236,2090
3/08,Martes,2000,2301,2150
4/08,Miércoles,2118,2436,2277
5/08,Jueves,2132,2452,2292
6/08,Viernes,2030,2336,2183
