0,1,2,3,4
Fecha,Día,Min,Máx,Precio
10/08,Martes,45478,52324,48901
11/08,Miércoles,44674,51400,48037
12/08,Jueves,46507,53507,50007
13/08,Viernes,48745,56083,52414
16/08,Lunes,50168,57720,53944
17/08,Martes,52193,60051,56122
18/08,Miércoles,50896,58558,54727
19/08,Jueves,49985,57509,53747
20/08,Viernes,48136,55382,51759
23/08,Lunes,47242,54354,50798
24/08,Martes,49790,57286,53538
25/08,Miércoles,49788,57284,53536
26/08,Jueves,50468,58066,54267
27/08,Viernes,53465,61513,57489
30/08,Lunes,56350,64832,60591
31/08,Martes,58123,66873,62498
1/09,Miércoles,59283,68207,63745
2/09,Jueves,61708,70998,66353
3/09,Viernes,62014,71350,66682
6/09,Lunes,66898,76968,71933
7/09,Martes,64615,74341,69478
8/09,Miércoles,62665,72099,67382
9/09,Jueves,63182,72694,67938
10/09,Viernes,63473,73029,68251
