0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/06,Miércoles,33558,38610,36084
3/06,Jueves,35088,40370,37729
4/06,Viernes,36160,41604,38882
7/06,Lunes,35068,40348,37708
8/06,Martes,32512,37406,34959
9/06,Miércoles,31856,36652,34254
10/06,Jueves,32601,37509,35055
11/06,Viernes,32223,37073,34648
14/06,Lunes,36056,41484,38770
15/06,Martes,33380,38404,35892
16/06,Miércoles,33507,38551,36029
17/06,Jueves,30833,35475,33154
18/06,Viernes,33999,39117,36558
21/06,Lunes,29165,33555,31360
22/06,Martes,28754,33082,30918
23/06,Miércoles,26926,30980,28953
24/06,Jueves,26770,30800,28785
25/06,Viernes,25089,28865,26977
28/06,Lunes,25183,28973,27078
29/06,Martes,25281,29087,27184
30/06,Miércoles,22054,25374,23714
1/07,Jueves,22403,25775,24089
2/07,Viernes,21470,24702,23086
5/07,Lunes,21234,24430,22832
