0,1,2,3,4
Fecha,Día,Min,Máx,Precio
10/06,Jueves,38897,44753,41825
11/06,Viernes,38695,44521,41608
14/06,Lunes,36300,41764,39032
15/06,Martes,36568,42072,39320
16/06,Miércoles,35244,40550,37897
17/06,Jueves,33135,38123,35629
18/06,Viernes,34584,39790,37187
21/06,Lunes,35426,40760,38093
22/06,Martes,34848,40094,37471
23/06,Miércoles,36436,41922,39179
24/06,Jueves,37551,43203,40377
25/06,Viernes,36417,41899,39158
28/06,Lunes,33762,38844,36303
29/06,Martes,33081,38061,35571
30/06,Miércoles,33855,38951,36403
1/07,Jueves,33461,38499,35980
2/07,Viernes,37443,43079,40261
5/07,Lunes,34664,39882,37273
6/07,Martes,34796,40034,37415
7/07,Miércoles,32019,36839,34429
8/07,Jueves,35307,40621,37964
9/07,Viernes,30286,34846,32566
12/07,Lunes,29860,34354,32107
13/07,Martes,27961,32171,30066
