0,1,2,3,4
Fecha,Día,Min,Máx,Precio
1/06,Martes,34185,39331,36758
2/06,Miércoles,33153,38143,35648
3/06,Jueves,30736,35362,33049
4/06,Viernes,30115,34649,32382
7/06,Lunes,30819,35459,33139
8/06,Martes,30461,35047,32754
9/06,Miércoles,34085,39217,36651
10/06,Jueves,31556,36306,33931
11/06,Viernes,31676,36444,34060
14/06,Lunes,29148,33536,31342
15/06,Martes,32141,36979,34560
16/06,Miércoles,27571,31721,29646
17/06,Jueves,27182,31274,29228
18/06,Viernes,25454,29286,27370
21/06,Lunes,25306,29116,27211
22/06,Martes,23717,27287,25502
23/06,Miércoles,23806,27390,25598
24/06,Jueves,23899,27497,25698
25/06,Viernes,20849,23987,22418
28/06,Lunes,21178,24366,22772
29/06,Martes,20296,23352,21824
30/06,Miércoles,20073,23095,21584
1/07,Jueves,20622,23726,22174
2/07,Viernes,20962,24118,22540
