0,1,2,3,4
Fecha,Día,Min,Máx,Precio
12/04,Lunes,54060,62198,58129
13/04,Martes,56121,64569,60345
14/04,Miércoles,54130,62278,58204
15/04,Jueves,53111,61107,57109
16/04,Viernes,53936,62056,57996
19/04,Lunes,55014,63296,59155
20/04,Martes,53232,61246,57239
21/04,Miércoles,53467,61515,57491
22/04,Jueves,53409,61449,57429
23/04,Viernes,53419,61461,57440
26/04,Lunes,54491,62695,58593
27/04,Martes,56292,64766,60529
28/04,Miércoles,56210,64672,60441
29/04,Jueves,57025,65609,61317
30/04,Viernes,61153,70359,65756
3/05,Lunes,60056,69096,64576
4/05,Martes,57743,66435,62089
5/05,Miércoles,58048,66786,62417
6/05,Jueves,54718,62956,58837
7/05,Viernes,54046,62182,58114
10/05,Lunes,54086,62228,58157
11/05,Martes,54477,62677,58577
12/05,Miércoles,53294,61316,57305
13/05,Jueves,55157,63461,59309
