0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/05,Jueves,40162,46208,43185
14/05,Viernes,40797,46939,43868
17/05,Lunes,39099,44985,42042
18/05,Martes,38668,44490,41579
19/05,Miércoles,39726,45706,42716
20/05,Jueves,40381,46459,43420
21/05,Viernes,39638,45606,42622
24/05,Lunes,42804,49248,46026
25/05,Martes,39846,45844,42845
26/05,Miércoles,40250,46310,43280
27/05,Jueves,39401,45333,42367
28/05,Viernes,39459,45399,42429
31/05,Lunes,42534,48938,45736
1/06,Martes,41519,47769,44644
2/06,Miércoles,41381,47611,44496
3/06,Jueves,42155,48501,45328
4/06,Viernes,46396,53380,49888
7/06,Lunes,45471,52317,48894
8/06,Martes,44533,51237,47885
9/06,Miércoles,44068,50702,47385
10/06,Jueves,42361,48737,45549
11/06,Viernes,40339,46411,43375
14/06,Lunes,40933,47095,44014
15/06,Martes,40515,46613,43564
