0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/05,Martes,53734,61822,57778
5/05,Miércoles,52601,60519,56560
6/05,Jueves,52678,60608,56643
7/05,Viernes,56784,65332,61058
10/05,Lunes,55429,63773,59601
11/05,Martes,55246,63562,59404
12/05,Miércoles,56279,64751,60515
13/05,Jueves,61940,71264,66602
14/05,Viernes,60706,69844,65275
17/05,Lunes,59453,68403,63928
18/05,Martes,58833,67689,63261
19/05,Miércoles,56553,65067,60810
20/05,Jueves,53854,61962,57908
21/05,Viernes,54648,62874,58761
24/05,Lunes,54090,62232,58161
25/05,Martes,50661,58287,54474
26/05,Miércoles,49541,56999,53270
27/05,Jueves,48117,55361,51739
28/05,Viernes,48323,55597,51960
31/05,Lunes,47883,55091,51487
1/06,Martes,50851,58507,54679
2/06,Miércoles,50720,58356,54538
3/06,Jueves,50893,58555,54724
4/06,Viernes,52363,60245,56304
