0,1,2,3,4
Fecha,Día,Min,Máx,Precio
25/10,Lunes,54646,62872,58759
26/10,Martes,56126,64575,60350
27/10,Miércoles,58134,66886,62510
28/10,Jueves,58635,67461,63048
29/10,Viernes,59263,68185,63724
1/11,Lunes,58492,67298,62895
2/11,Martes,62895,72363,67629
3/11,Miércoles,62888,72354,67621
4/11,Jueves,64415,74111,69263
5/11,Viernes,62736,72180,67458
8/11,Lunes,65956,75884,70920
9/11,Martes,65645,75527,70586
10/11,Miércoles,66898,76968,71933
11/11,Jueves,67066,77162,72114
12/11,Viernes,65186,75000,70093
15/11,Lunes,70045,80589,75317
16/11,Martes,73221,84243,78732
17/11,Miércoles,74795,86055,80425
18/11,Jueves,75677,87069,81373
19/11,Viernes,74902,86178,80540
22/11,Lunes,82314,94706,88510
23/11,Martes,86835,99907,93371
24/11,Miércoles,87865,101091,94478
25/11,Jueves,85516,98390,91953
