0,1,2,3,4
Fecha,Día,Min,Máx,Precio
9/08,Lunes,39137,45029,42083
10/08,Martes,40717,46847,43782
11/08,Miércoles,39705,45683,42694
12/08,Jueves,38994,44864,41929
13/08,Viernes,37552,43204,40378
16/08,Lunes,36854,42402,39628
17/08,Martes,38842,44690,41766
18/08,Miércoles,38841,44689,41765
19/08,Jueves,39372,45298,42335
20/08,Viernes,41710,47988,44849
23/08,Lunes,43960,50578,47269
24/08,Martes,45344,52170,48757
25/08,Miércoles,46249,53211,49730
26/08,Jueves,48141,55389,51765
27/08,Viernes,48380,55664,52022
30/08,Lunes,52191,60047,56119
31/08,Martes,50409,57997,54203
1/09,Miércoles,48888,56248,52568
2/09,Jueves,49292,56712,53002
3/09,Viernes,49519,56973,53246
6/09,Lunes,48806,56154,52480
7/09,Martes,47378,54510,50944
8/09,Miércoles,47502,54652,51077
9/09,Jueves,46975,54047,50511
