0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/07,Martes,36541,42041,39291
28/07,Miércoles,37690,43364,40527
29/07,Jueves,38442,44230,41336
30/07,Viernes,40015,46039,43027
2/08,Lunes,40214,46268,43241
3/08,Martes,43381,49911,46646
4/08,Miércoles,41900,48208,45054
5/08,Jueves,40636,46754,43695
6/08,Viernes,40971,47139,44055
9/08,Lunes,41160,47356,44258
10/08,Martes,40568,46674,43621
11/08,Miércoles,39380,45308,42344
12/08,Jueves,39483,45427,42455
13/08,Viernes,39046,44924,41985
16/08,Lunes,37741,43423,40582
17/08,Martes,38566,44372,41469
18/08,Miércoles,38234,43990,41112
19/08,Jueves,39314,45232,42273
20/08,Viernes,38148,43890,41019
23/08,Lunes,37750,43432,40591
24/08,Martes,38345,44117,41231
25/08,Miércoles,36625,42139,39382
26/08,Jueves,37266,42876,40071
27/08,Viernes,38230,43986,41108
