0,1,2,3,4
Fecha,Día,Min,Máx,Precio
6/09,Lunes,46361,53340,49850
7/09,Martes,47055,54139,50597
8/09,Miércoles,47476,54622,51049
9/09,Jueves,49171,56573,52872
10/09,Viernes,49358,56788,53073
13/09,Lunes,47523,54677,51100
14/09,Martes,47403,54539,50971
15/09,Miércoles,47236,54346,50791
16/09,Jueves,49489,56939,53214
17/09,Viernes,47323,54447,50885
20/09,Lunes,48622,55942,52282
21/09,Martes,46826,53876,50351
22/09,Miércoles,47044,54126,50585
23/09,Jueves,47450,54594,51022
24/09,Viernes,47002,54078,50540
27/09,Lunes,49589,57055,53322
28/09,Martes,51849,59655,55752
29/09,Miércoles,51887,59699,55793
30/09,Jueves,50489,58089,54289
1/10,Viernes,49320,56744,53032
4/10,Lunes,49230,56640,52935
5/10,Martes,48479,55777,52128
6/10,Miércoles,52191,60047,56119
7/10,Jueves,50881,58541,54711
