0,1,2,3,4
Fecha,Día,Min,Máx,Precio
23/08,Lunes,48406,55692,52049
24/08,Martes,50612,58230,54421
25/08,Miércoles,50649,58273,54461
26/08,Jueves,49283,56703,52993
27/08,Viernes,48142,55390,51766
30/08,Lunes,48054,55288,51671
31/08,Martes,47321,54445,50883
1/09,Miércoles,50944,58614,54779
2/09,Jueves,49667,57143,53405
3/09,Viernes,49633,57105,53369
6/09,Lunes,48892,56252,52572
7/09,Martes,51644,59418,55531
8/09,Miércoles,50732,58369,54550
9/09,Jueves,52813,60763,56788
10/09,Viernes,55355,63689,59522
13/09,Lunes,56971,65547,61259
14/09,Martes,59271,68193,63732
15/09,Miércoles,57798,66498,62148
16/09,Jueves,56763,65307,61035
17/09,Viernes,54664,62892,58778
20/09,Lunes,53648,61724,57686
21/09,Martes,56542,65054,60798
22/09,Miércoles,56540,65052,60796
23/09,Jueves,57312,65940,61626
