0,1,2,3,4
Fecha,Día,Min,Máx,Precio
26/07,Lunes,32547,37447,34997
27/07,Martes,32709,37633,35171
28/07,Miércoles,35285,40597,37941
29/07,Jueves,34081,39211,36646
30/07,Viernes,33052,38028,35540
2/08,Lunes,33325,38341,35833
3/08,Martes,33478,38518,35998
4/08,Miércoles,32996,37964,35480
5/08,Jueves,32031,36853,34442
6/08,Viernes,32115,36949,34532
9/08,Lunes,31759,36539,34149
10/08,Martes,30697,35319,33008
11/08,Miércoles,31369,36091,33730
12/08,Jueves,31099,35781,33440
13/08,Viernes,31977,36791,34384
16/08,Lunes,31029,35699,33364
17/08,Martes,30705,35327,33016
18/08,Miércoles,31189,35885,33537
19/08,Jueves,29791,34275,32033
20/08,Viernes,30311,34875,32593
23/08,Lunes,31096,35778,33437
24/08,Martes,31341,36059,33700
25/08,Miércoles,29988,34502,32245
26/08,Jueves,29288,33696,31492
