0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/05,Viernes,46400,53386,49893
17/05,Lunes,40477,46571,43524
18/05,Martes,41117,47307,44212
19/05,Miércoles,39406,45338,42372
20/05,Jueves,38972,44838,41905
21/05,Viernes,40037,46065,43051
24/05,Lunes,40698,46824,43761
25/05,Martes,39950,45964,42957
26/05,Miércoles,43141,49635,46388
27/05,Jueves,40159,46205,43182
28/05,Viernes,40567,46673,43620
31/05,Lunes,39711,45689,42700
1/06,Martes,39770,45756,42763
2/06,Miércoles,42869,49323,46096
3/06,Jueves,41846,48146,44996
4/06,Viernes,41708,47986,44847
7/06,Lunes,42488,48884,45686
8/06,Martes,46762,53802,50282
9/06,Miércoles,45830,52730,49280
10/06,Jueves,44885,51641,48263
11/06,Viernes,44416,51102,47759
14/06,Lunes,42695,49123,45909
15/06,Martes,40658,46778,43718
16/06,Miércoles,41257,47467,44362
