0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/04,Viernes,48642,55964,52303
3/05,Lunes,48481,55779,52130
4/05,Martes,49388,56822,53105
5/05,Miércoles,54356,62538,58447
6/05,Jueves,53272,61292,57282
7/05,Viernes,52173,60027,56100
10/05,Lunes,51629,59401,55515
11/05,Martes,49629,57099,53364
12/05,Miércoles,47261,54375,50818
13/05,Jueves,47956,55176,51566
14/05,Viernes,47466,54612,51039
17/05,Lunes,44457,51149,47803
18/05,Martes,43474,50018,46746
19/05,Miércoles,42225,48581,45403
20/05,Jueves,42405,48789,45597
21/05,Viernes,42019,48345,45182
24/05,Lunes,44624,51342,47983
25/05,Martes,44509,51209,47859
26/05,Miércoles,44661,51385,48023
27/05,Jueves,45951,52869,49410
28/05,Viernes,45969,52889,49429
31/05,Lunes,47721,54905,51313
1/06,Martes,46028,52956,49492
2/06,Miércoles,45162,51960,48561
