0,1,2,3,4
Fecha,Día,Min,Máx,Precio
27/09,Lunes,40629,46745,43687
28/09,Martes,40512,46610,43561
29/09,Miércoles,38666,44486,41576
30/09,Jueves,39829,45825,42827
1/10,Viernes,42708,49138,45923
4/10,Lunes,40437,46525,43481
5/10,Martes,36738,42268,39503
6/10,Miércoles,35929,41337,38633
7/10,Jueves,36702,42226,39464
8/10,Viernes,36338,41808,39073
11/10,Lunes,36051,41477,38764
12/10,Martes,36832,42376,39604
13/10,Miércoles,38608,44420,41514
14/10,Jueves,37684,43356,40520
15/10,Viernes,38431,44217,41324
18/10,Lunes,38699,44525,41612
19/10,Martes,37419,43053,40236
20/10,Miércoles,37678,43350,40514
21/10,Jueves,37064,42644,39854
22/10,Viernes,32942,37900,35421
25/10,Lunes,33518,38564,36041
26/10,Martes,34762,39994,37378
27/10,Miércoles,34703,39927,37315
28/10,Jueves,35224,40526,37875
