0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/09,Martes,36267,41727,38997
22/09,Miércoles,35468,40808,38138
23/09,Jueves,36231,41685,38958
24/09,Viernes,35872,41272,38572
27/09,Lunes,35588,40946,38267
28/09,Martes,36359,41833,39096
29/09,Miércoles,38112,43850,40981
30/09,Jueves,37199,42799,39999
1/10,Viernes,37937,43649,40793
4/10,Lunes,38202,43952,41077
5/10,Martes,36938,42498,39718
6/10,Miércoles,37193,42791,39992
7/10,Jueves,36587,42095,39341
8/10,Viernes,32517,37413,34965
11/10,Lunes,33087,38067,35577
12/10,Martes,34314,39480,36897
13/10,Miércoles,34256,39412,36834
14/10,Jueves,34769,40003,37386
15/10,Viernes,35080,40360,37720
18/10,Lunes,36332,41802,39067
19/10,Martes,36471,41961,39216
20/10,Miércoles,35115,40401,37758
21/10,Jueves,35027,40299,37663
22/10,Viernes,34903,40157,37530
