0,1,2,3,4
Fecha,Día,Min,Máx,Precio
18/05,Martes,42975,49445,46210
19/05,Miércoles,40276,46340,43308
20/05,Jueves,40427,46513,43470
21/05,Viernes,40585,46695,43640
24/05,Lunes,35404,40734,38069
25/05,Martes,35964,41378,38671
26/05,Miércoles,34467,39655,37061
27/05,Jueves,34087,39219,36653
28/05,Viernes,35019,40291,37655
31/05,Lunes,35597,40955,38276
1/06,Martes,34943,40203,37573
2/06,Miércoles,37734,43414,40574
3/06,Jueves,35125,40413,37769
4/06,Viernes,35481,40823,38152
7/06,Lunes,34733,39961,37347
8/06,Martes,34784,40020,37402
9/06,Miércoles,37495,43139,40317
10/06,Jueves,36600,42110,39355
11/06,Viernes,36479,41971,39225
14/06,Lunes,37162,42756,39959
15/06,Martes,40900,47058,43979
16/06,Miércoles,40085,46119,43102
17/06,Jueves,39258,45168,42213
18/06,Viernes,38848,44696,41772
