0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/04,Martes,51250,58964,55107
21/04,Miércoles,48001,55227,51614
22/04,Jueves,46940,54006,50473
23/04,Viernes,45590,52454,49022
26/04,Lunes,45785,52677,49231
27/04,Martes,45367,52197,48782
28/04,Miércoles,48180,55432,51806
29/04,Jueves,48055,55289,51672
30/04,Viernes,48220,55478,51849
3/05,Lunes,49612,57080,53346
4/05,Martes,49630,57102,53366
5/05,Miércoles,51522,59278,55400
6/05,Jueves,49694,57174,53434
7/05,Viernes,48759,56099,52429
10/05,Lunes,49517,56971,53244
11/05,Martes,50506,58110,54308
12/05,Miércoles,48871,56227,52549
13/05,Jueves,49085,56475,52780
14/05,Viernes,49032,56414,52723
17/05,Lunes,49042,56424,52733
18/05,Martes,50026,57556,53791
19/05,Miércoles,51679,59459,55569
20/05,Jueves,51604,59372,55488
21/05,Viernes,52352,60232,56292
