0,1,2,3,4
Fecha,Día,Min,Máx,Precio
10/06,Jueves,30909,35563,33236
11/06,Viernes,28996,33360,31178
14/06,Lunes,29209,33607,31408
15/06,Martes,28152,32390,30271
16/06,Miércoles,26467,30451,28459
17/06,Jueves,27624,31782,29703
18/06,Viernes,28297,32557,30427
21/06,Lunes,27835,32025,29930
22/06,Martes,29103,33485,31294
23/06,Miércoles,29993,34509,32251
24/06,Jueves,29088,33466,31277
25/06,Viernes,26966,31026,28996
28/06,Lunes,26422,30400,28411
29/06,Martes,27041,31111,29076
30/06,Miércoles,26726,30750,28738
1/07,Jueves,29906,34408,32157
2/07,Viernes,27686,31854,29770
5/07,Lunes,27791,31975,29883
6/07,Martes,25573,29423,27498
7/07,Miércoles,28199,32443,30321
8/07,Jueves,24189,27831,26010
9/07,Viernes,23848,27438,25643
12/07,Lunes,22332,25694,24013
13/07,Martes,22203,25545,23874
