0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/07,Viernes,37227,42831,40029
2/08,Lunes,37736,43416,40576
3/08,Martes,39976,45994,42985
4/08,Miércoles,42133,48475,45304
5/08,Jueves,43459,50001,46730
6/08,Viernes,44327,50999,47663
9/08,Lunes,46140,53086,49613
10/08,Martes,46369,53349,49859
11/08,Miércoles,50020,57550,53785
12/08,Jueves,48313,55585,51949
13/08,Viernes,46855,53909,50382
16/08,Lunes,47241,54353,50797
17/08,Martes,47459,54603,51031
18/08,Miércoles,46776,53818,50297
19/08,Jueves,45407,52243,48825
20/08,Viernes,45526,52380,48953
23/08,Lunes,45022,51800,48411
24/08,Martes,43517,50069,46793
25/08,Miércoles,44469,51163,47816
26/08,Jueves,44087,50723,47405
27/08,Viernes,45332,52156,48744
30/08,Lunes,43987,50609,47298
31/08,Martes,43529,50081,46805
1/09,Miércoles,44215,50871,47543
