0,1,2,3,4
Fecha,Día,Min,Máx,Precio
30/06,Miércoles,34743,39973,37358
1/07,Jueves,34550,39751,37150
2/07,Viernes,37086,42668,39877
5/07,Lunes,37924,43634,40779
6/07,Martes,34582,39788,37185
7/07,Miércoles,35575,40931,38253
8/07,Jueves,36842,42388,39615
9/07,Viernes,37852,43550,40701
12/07,Lunes,33647,38713,36180
13/07,Martes,33726,38802,36264
14/07,Miércoles,33460,38498,35979
15/07,Jueves,31460,36196,33828
16/07,Viernes,31246,35950,33598
19/07,Lunes,29833,34323,32078
20/07,Martes,29567,34017,31792
21/07,Miércoles,30706,35328,33017
22/07,Jueves,33721,38797,36259
23/07,Viernes,32091,36921,34506
26/07,Lunes,32658,37574,35116
27/07,Martes,32052,36878,34465
28/07,Miércoles,35863,41261,38562
29/07,Jueves,35677,41047,38362
30/07,Viernes,33468,38506,35987
2/08,Lunes,33715,38791,36253
