0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/07,Miércoles,38909,44767,41838
29/07,Jueves,41008,47182,44095
30/07,Viernes,42299,48667,45483
2/08,Lunes,43144,49638,46391
3/08,Martes,44909,51669,48289
4/08,Miércoles,45132,51926,48529
5/08,Jueves,48686,56016,52351
6/08,Viernes,47025,54103,50564
9/08,Lunes,45605,52471,49038
10/08,Martes,45981,52903,49442
11/08,Miércoles,46193,53147,49670
12/08,Jueves,45528,52382,48955
13/08,Viernes,44195,50849,47522
16/08,Lunes,44311,50981,47646
17/08,Martes,43820,50416,47118
18/08,Miércoles,42355,48731,45543
19/08,Jueves,43281,49797,46539
20/08,Viernes,42909,49369,46139
23/08,Lunes,44121,50763,47442
24/08,Martes,42813,49257,46035
25/08,Miércoles,42366,48744,45555
26/08,Jueves,43035,49513,46274
27/08,Viernes,41105,47293,44199
30/08,Lunes,41824,48120,44972
