0,1,2,3,4
Fecha,Día,Min,Máx,Precio
16/08,Lunes,47889,55099,51494
17/08,Martes,46688,53716,50202
18/08,Miércoles,46656,53680,50168
19/08,Jueves,45960,52878,49419
20/08,Viernes,48547,55855,52201
23/08,Lunes,47689,54869,51279
24/08,Martes,49645,57119,53382
25/08,Miércoles,52035,59869,55952
26/08,Jueves,53554,61616,57585
27/08,Viernes,55716,64104,59910
30/08,Lunes,54332,62510,58421
31/08,Martes,53359,61391,57375
1/09,Miércoles,51385,59121,55253
2/09,Jueves,50431,58023,54227
3/09,Viernes,53151,61153,57152
6/09,Lunes,53150,61151,57150
7/09,Martes,53876,61986,57931
8/09,Miércoles,57074,65666,61370
9/09,Jueves,60153,69209,64681
10/09,Viernes,62046,71386,66716
13/09,Lunes,63284,72810,68047
14/09,Martes,65873,75789,70831
15/09,Miércoles,66199,76165,71182
16/09,Jueves,71413,82163,76788
