0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/06,Lunes,35336,40656,37996
15/06,Martes,34681,39901,37291
16/06,Miércoles,38803,44645,41724
17/06,Jueves,38602,44412,41507
18/06,Viernes,36211,41663,38937
21/06,Lunes,36478,41970,39224
22/06,Martes,35158,40450,37804
23/06,Miércoles,33053,38029,35541
24/06,Jueves,34498,39692,37095
25/06,Viernes,35339,40659,37999
28/06,Lunes,34762,39994,37378
29/06,Martes,36346,41818,39082
30/06,Miércoles,37458,43096,40277
1/07,Jueves,36327,41795,39061
2/07,Viernes,33678,38748,36213
5/07,Lunes,32999,37967,35483
6/07,Martes,33771,38855,36313
7/07,Miércoles,33379,38403,35891
8/07,Jueves,37350,42972,40161
9/07,Viernes,34577,39783,37180
12/07,Lunes,34709,39933,37321
13/07,Martes,31939,36747,34343
14/07,Miércoles,35218,40520,37869
15/07,Jueves,30211,34759,32485
