0,1,2,3,4
Fecha,Día,Min,Máx,Precio
2/07,Viernes,31841,36635,34238
5/07,Lunes,33141,38129,35635
6/07,Martes,32956,37918,35437
7/07,Miércoles,35376,40702,38039
8/07,Jueves,36177,41623,38900
9/07,Viernes,32989,37955,35472
12/07,Lunes,33937,39045,36491
13/07,Martes,35145,40435,37790
14/07,Miércoles,36108,41544,38826
15/07,Jueves,32097,36929,34513
16/07,Viernes,32171,37015,34593
19/07,Lunes,31919,36723,34321
20/07,Martes,30010,34528,32269
21/07,Miércoles,29807,34294,32050
22/07,Jueves,28458,32742,30600
23/07,Viernes,28204,32450,30327
26/07,Lunes,29291,33701,31496
27/07,Martes,32167,37009,34588
28/07,Miércoles,30612,35220,32916
29/07,Jueves,31152,35842,33497
30/07,Viernes,30575,35177,32876
2/08,Lunes,34210,39360,36785
3/08,Martes,34032,39156,36594
4/08,Miércoles,31925,36731,34328
