0,1,2,3,4
Fecha,Día,Min,Máx,Precio
20/07,Martes,29824,34314,32069
21/07,Miércoles,29962,34472,32217
22/07,Jueves,29530,33976,31753
23/07,Viernes,28666,32982,30824
26/07,Lunes,28742,33068,30905
27/07,Martes,28424,32702,30563
28/07,Miércoles,27473,31609,29541
29/07,Jueves,28074,32300,30187
30/07,Viernes,27832,32022,29927
2/08,Lunes,28618,32926,30772
3/08,Martes,27769,31949,29859
4/08,Miércoles,27480,31616,29548
5/08,Jueves,27913,32115,30014
6/08,Viernes,26661,30675,28668
9/08,Lunes,27127,31211,29169
10/08,Martes,27829,32019,29924
11/08,Miércoles,28049,32271,30160
12/08,Jueves,26837,30877,28857
13/08,Viernes,26210,30156,28183
16/08,Lunes,27280,31386,29333
17/08,Martes,27128,31212,29170
18/08,Miércoles,29119,33503,31311
19/08,Jueves,29778,34260,32019
20/08,Viernes,27153,31241,29197
