0,1,2,3,4
Fecha,Día,Min,Máx,Precio
24/05,Lunes,29884,34382,32133
25/05,Martes,29997,34513,32255
26/05,Miércoles,27603,31759,29681
27/05,Jueves,30437,35019,32728
28/05,Viernes,26110,30040,28075
31/05,Lunes,25741,29617,27679
1/06,Martes,24106,27734,25920
2/06,Miércoles,23965,27573,25769
3/06,Jueves,22460,25842,24151
4/06,Viernes,22545,25939,24242
7/06,Lunes,22633,26041,24337
8/06,Martes,19744,22716,21230
9/06,Miércoles,20056,23076,21566
10/06,Jueves,19221,22115,20668
11/06,Viernes,19009,21871,20440
14/06,Lunes,19529,22469,20999
15/06,Martes,19851,22839,21345
16/06,Miércoles,19486,22420,20953
17/06,Jueves,21043,24211,22627
18/06,Viernes,19589,22537,21063
21/06,Lunes,19788,22766,21277
22/06,Martes,19370,22286,20828
23/06,Miércoles,19399,22319,20859
24/06,Jueves,20911,24059,22485
