0,1,2,3,4
Fecha,Día,Min,Máx,Precio
23/08,Lunes,46236,53196,49716
24/08,Martes,45799,52693,49246
25/08,Miércoles,48320,55594,51957
26/08,Jueves,50522,58128,54325
27/08,Viernes,50559,58169,54364
30/08,Lunes,49196,56602,52899
31/08,Martes,48057,55291,51674
1/09,Miércoles,47969,55191,51580
2/09,Jueves,47237,54349,50793
3/09,Viernes,50854,58510,54682
6/09,Lunes,49578,57042,53310
7/09,Martes,49545,57003,53274
8/09,Miércoles,48805,56151,52478
9/09,Jueves,51552,59312,55432
10/09,Viernes,50641,58265,54453
13/09,Lunes,52719,60655,56687
14/09,Martes,55257,63575,59416
15/09,Miércoles,56870,65431,61150
16/09,Jueves,59166,68072,63619
17/09,Viernes,57695,66381,62038
20/09,Lunes,56662,65192,60927
21/09,Martes,54567,62781,58674
22/09,Miércoles,53553,61615,57584
23/09,Jueves,56442,64938,60690
