0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/07,Martes,32545,37445,34995
14/07,Miércoles,32265,37123,34694
15/07,Jueves,33177,38171,35674
16/07,Viernes,32193,37039,34616
19/07,Lunes,31857,36653,34255
20/07,Martes,32359,37231,34795
21/07,Miércoles,30909,35561,33235
22/07,Jueves,31449,36183,33816
23/07,Viernes,32264,37120,34692
26/07,Lunes,32517,37413,34965
27/07,Martes,31113,35797,33455
28/07,Miércoles,30387,34961,32674
29/07,Jueves,31627,36387,34007
30/07,Viernes,31451,36185,33818
2/08,Lunes,33760,38842,36301
3/08,Martes,34523,39721,37122
4/08,Miércoles,31481,36221,33851
5/08,Jueves,32386,37262,34824
6/08,Viernes,33539,38587,36063
9/08,Lunes,34457,39645,37051
10/08,Martes,30630,35242,32936
11/08,Miércoles,30701,35323,33012
12/08,Jueves,30459,35045,32752
13/08,Viernes,28638,32950,30794
