0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/04,Miércoles,55336,63666,59501
29/04,Jueves,54233,62397,58315
30/04,Viernes,53114,61110,57112
3/05,Lunes,52560,60472,56516
4/05,Martes,50523,58129,54326
5/05,Miércoles,48113,55355,51734
6/05,Jueves,48821,56171,52496
7/05,Viernes,48323,55597,51960
10/05,Lunes,45259,52073,48666
11/05,Martes,44259,50921,47590
12/05,Miércoles,42986,49458,46222
13/05,Jueves,43170,49668,46419
14/05,Viernes,42776,49216,45996
17/05,Lunes,45428,52266,48847
18/05,Martes,45311,52131,48721
19/05,Miércoles,45466,52310,48888
20/05,Jueves,46779,53821,50300
21/05,Viernes,46797,53841,50319
24/05,Lunes,48580,55894,52237
25/05,Martes,46856,53910,50383
26/05,Miércoles,45975,52895,49435
27/05,Jueves,46689,53717,50203
28/05,Viernes,47622,54790,51206
31/05,Lunes,46079,53015,49547
