0,1,2,3,4
Fecha,Día,Min,Máx,Precio
28/09,Martes,38313,44081,41197
29/09,Miércoles,38744,44576,41660
30/09,Jueves,38632,44448,41540
1/10,Viernes,36872,42422,39647
4/10,Lunes,37981,43699,40840
5/10,Martes,40727,46859,43793
6/10,Miércoles,38562,44368,41465
7/10,Jueves,35034,40308,37671
8/10,Viernes,34262,39420,36841
11/10,Lunes,35000,40268,37634
12/10,Martes,34653,39869,37261
13/10,Miércoles,34378,39554,36966
14/10,Jueves,35123,40411,37767
15/10,Viernes,36817,42359,39588
18/10,Lunes,35935,41345,38640
19/10,Martes,36649,42165,39407
20/10,Miércoles,36903,42459,39681
21/10,Jueves,35683,41055,38369
22/10,Viernes,35930,41338,38634
25/10,Lunes,35345,40665,38005
26/10,Martes,31413,36141,33777
27/10,Miércoles,31962,36774,34368
28/10,Jueves,33148,38138,35643
29/10,Viernes,33092,38074,35583
