0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/06,Viernes,35798,41188,38493
7/06,Lunes,35214,40514,37864
8/06,Martes,36819,42361,39590
9/06,Miércoles,37944,43656,40800
10/06,Jueves,36798,42338,39568
11/06,Viernes,34115,39251,36683
14/06,Lunes,33427,38459,35943
15/06,Martes,34209,39359,36784
16/06,Miércoles,33812,38902,36357
17/06,Jueves,37835,43531,40683
18/06,Viernes,35027,40299,37663
21/06,Lunes,35160,40452,37806
22/06,Martes,32354,37224,34789
23/06,Miércoles,35676,41046,38361
24/06,Jueves,30604,35210,32907
25/06,Viernes,30172,34714,32443
28/06,Lunes,28254,32508,30381
29/06,Martes,28091,32319,30205
30/06,Miércoles,26326,30290,28308
1/07,Jueves,26425,30403,28414
2/07,Viernes,26528,30522,28525
5/07,Lunes,23142,26626,24884
6/07,Martes,23508,27046,25277
7/07,Miércoles,22529,25921,24225
