0,1,2,3,4
Fecha,Día,Min,Máx,Precio
16/07,Viernes,28763,33093,30928
19/07,Lunes,28838,33180,31009
20/07,Martes,28519,32813,30666
21/07,Miércoles,27566,31716,29641
22/07,Jueves,28169,32409,30289
23/07,Viernes,27927,32131,30029
26/07,Lunes,28716,33038,30877
27/07,Martes,27864,32058,29961
28/07,Miércoles,27574,31724,29649
29/07,Jueves,28009,32225,30117
30/07,Viernes,26753,30781,28767
2/08,Lunes,27221,31319,29270
3/08,Martes,27926,32130,30028
4/08,Miércoles,28146,32384,30265
5/08,Jueves,26931,30985,28958
6/08,Viernes,26302,30262,28282
9/08,Lunes,27375,31497,29436
10/08,Martes,27223,31321,29272
11/08,Miércoles,29222,33620,31421
12/08,Jueves,29883,34381,32132
13/08,Viernes,27249,31351,29300
16/08,Lunes,28032,32252,30142
17/08,Martes,29030,33400,31215
18/08,Miércoles,29825,34315,32070
