0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/06,Lunes,33194,38190,35692
22/06,Martes,32932,37890,35411
23/06,Miércoles,30963,35625,33294
24/06,Jueves,30753,35383,33068
25/06,Viernes,29362,33782,31572
28/06,Lunes,29101,33481,31291
29/06,Martes,30222,34772,32497
30/06,Miércoles,33190,38186,35688
1/07,Jueves,31585,36339,33962
2/07,Viernes,32143,36981,34562
5/07,Lunes,31547,36295,33921
6/07,Martes,35297,40611,37954
7/07,Miércoles,35114,40400,37757
8/07,Jueves,32940,37898,35419
9/07,Viernes,33182,38178,35680
12/07,Lunes,31982,36796,34389
13/07,Martes,30068,34594,32331
14/07,Miércoles,31382,36106,33744
15/07,Jueves,32146,36986,34566
16/07,Viernes,31621,36381,34001
19/07,Lunes,33062,38040,35551
20/07,Martes,34073,39203,36638
21/07,Miércoles,33045,38019,35532
22/07,Jueves,30635,35247,32941
