0,1,2,3,4
Fecha,Día,Min,Máx,Precio
14/06,Lunes,31446,36180,33813
15/06,Martes,32001,36819,34410
16/06,Miércoles,31408,36136,33772
17/06,Jueves,35142,40432,37787
18/06,Viernes,34960,40222,37591
21/06,Lunes,32795,37731,35263
22/06,Martes,33036,38010,35523
23/06,Miércoles,31840,36634,34237
24/06,Jueves,29935,34441,32188
25/06,Viernes,31243,35947,33595
28/06,Lunes,32005,36823,34414
29/06,Martes,31482,36222,33852
30/06,Miércoles,32917,37873,35395
1/07,Jueves,33924,39030,36477
2/07,Viernes,32899,37851,35375
5/07,Lunes,30500,35092,32796
6/07,Martes,29886,34384,32135
7/07,Miércoles,30585,35189,32887
8/07,Jueves,30230,34780,32505
9/07,Viernes,33826,38918,36372
12/07,Lunes,31315,36029,33672
13/07,Martes,31434,36166,33800
14/07,Miércoles,28926,33280,31103
15/07,Jueves,31895,36697,34296
