0,1,2,3,4
Fecha,Día,Min,Máx,Precio
21/10,Jueves,61921,71243,66582
22/10,Viernes,62454,71856,67155
25/10,Lunes,63124,72626,67875
26/10,Martes,62303,71681,66992
27/10,Miércoles,66993,77077,72035
28/10,Jueves,66985,77069,72027
29/10,Viernes,68612,78940,73776
1/11,Lunes,66824,76884,71854
2/11,Martes,70254,80830,75542
3/11,Miércoles,69923,80449,75186
4/11,Jueves,71258,81984,76621
5/11,Viernes,71437,82191,76814
8/11,Lunes,69435,79887,74661
9/11,Martes,74609,85841,80225
10/11,Miércoles,77993,89733,83863
11/11,Jueves,79670,91664,85667
12/11,Viernes,80610,92744,86677
15/11,Lunes,79785,91795,85790
16/11,Martes,87680,100880,94280
17/11,Miércoles,92496,106420,99458
18/11,Jueves,93592,107682,100637
19/11,Viernes,91092,104804,97948
22/11,Lunes,88954,102344,95649
23/11,Martes,89952,103494,96723
