0,1,2,3,4
Fecha,Día,Min,Máx,Precio
29/09,Miércoles,38313,44081,41197
30/09,Jueves,38744,44576,41660
1/10,Viernes,38632,44448,41540
4/10,Lunes,36872,42422,39647
5/10,Martes,37981,43699,40840
6/10,Miércoles,40727,46859,43793
7/10,Jueves,38562,44368,41465
8/10,Viernes,35034,40308,37671
11/10,Lunes,34262,39420,36841
12/10,Martes,35000,40268,37634
13/10,Miércoles,34653,39869,37261
14/10,Jueves,34378,39554,36966
15/10,Viernes,35123,40411,37767
18/10,Lunes,36817,42359,39588
19/10,Martes,35935,41345,38640
20/10,Miércoles,36649,42165,39407
21/10,Jueves,36903,42459,39681
22/10,Viernes,35683,41055,38369
25/10,Lunes,35930,41338,38634
26/10,Martes,35345,40665,38005
27/10,Miércoles,31413,36141,33777
28/10,Jueves,31962,36774,34368
29/10,Viernes,33148,38138,35643
1/11,Lunes,33092,38074,35583
