0,1,2,3,4
Fecha,Día,Min,Máx,Precio
22/09,Miércoles,36267,41727,38997
23/09,Jueves,35468,40808,38138
24/09,Viernes,36231,41685,38958
27/09,Lunes,35872,41272,38572
28/09,Martes,35588,40946,38267
29/09,Miércoles,36359,41833,39096
30/09,Jueves,38112,43850,40981
1/10,Viernes,37199,42799,39999
4/10,Lunes,37937,43649,40793
5/10,Martes,38202,43952,41077
6/10,Miércoles,36938,42498,39718
7/10,Jueves,37193,42791,39992
8/10,Viernes,36587,42095,39341
11/10,Lunes,32517,37413,34965
12/10,Martes,33087,38067,35577
13/10,Miércoles,34314,39480,36897
14/10,Jueves,34256,39412,36834
15/10,Viernes,34769,40003,37386
18/10,Lunes,35080,40360,37720
19/10,Martes,36332,41802,39067
20/10,Miércoles,36471,41961,39216
21/10,Jueves,35115,40401,37758
22/10,Viernes,35027,40299,37663
25/10,Lunes,34903,40157,37530
