0,1,2,3,4
Fecha,Día,Min,Máx,Precio
13/10,Miércoles,56227,64691,60459
14/10,Jueves,55962,64386,60174
15/10,Viernes,57030,65616,61323
18/10,Lunes,57175,65781,61478
19/10,Martes,55572,63938,59755
20/10,Miércoles,59713,68703,64208
21/10,Jueves,62421,71817,67119
22/10,Viernes,63764,73362,68563
25/10,Lunes,64515,74227,69371
26/10,Martes,63855,73467,68661
27/10,Miércoles,70174,80738,75456
28/10,Jueves,74028,85172,79600
29/10,Viernes,74906,86182,80544
1/11,Lunes,72905,83879,78392
2/11,Martes,71193,81911,76552
3/11,Miércoles,71992,82830,77411
4/11,Jueves,71785,82591,77188
5/11,Viernes,68514,78828,73671
8/11,Lunes,70576,81200,75888
9/11,Martes,75678,87070,81374
10/11,Miércoles,71655,82441,77048
11/11,Jueves,65099,74899,69999
12/11,Viernes,63665,73249,68457
15/11,Lunes,65035,74825,69930
