0,1,2,3,4
Fecha,Día,Min,Máx,Precio
3/05,Lunes,53873,61983,57928
4/05,Martes,58072,66814,62443
5/05,Miércoles,56686,65220,60953
6/05,Jueves,56498,65004,60751
7/05,Viernes,57555,66219,61887
10/05,Lunes,63344,72880,68112
11/05,Martes,62082,71428,66755
12/05,Miércoles,60802,69954,65378
13/05,Jueves,60167,69225,64696
14/05,Viernes,57836,66542,62189
17/05,Lunes,55076,63366,59221
18/05,Martes,55886,64300,60093
19/05,Miércoles,55315,63643,59479
20/05,Jueves,51808,59608,55708
21/05,Viernes,50663,58289,54476
24/05,Lunes,49206,56614,52910
25/05,Martes,49416,56856,53136
26/05,Miércoles,48966,56338,52652
27/05,Jueves,52002,59830,55916
28/05,Viernes,51867,59675,55771
31/05,Lunes,52045,59879,55962
1/06,Martes,53548,61608,57578
2/06,Miércoles,53568,61632,57600
3/06,Jueves,55610,63982,59796
