0,1,2,3,4
Fecha,Día,Min,Máx,Precio
4/08,Miércoles,35768,41152,38460
5/08,Jueves,34445,39631,37038
6/08,Viernes,33806,38895,36350
9/08,Lunes,35629,40993,38311
10/08,Martes,35628,40992,38310
11/08,Miércoles,36115,41551,38833
12/08,Jueves,38259,44019,41139
13/08,Viernes,40323,46393,43358
16/08,Lunes,41591,47853,44722
17/08,Martes,42421,48807,45614
18/08,Miércoles,44156,50804,47480
19/08,Jueves,44376,51056,47716
20/08,Viernes,47871,55077,51474
23/08,Lunes,46237,53197,49717
24/08,Martes,44842,51592,48217
25/08,Miércoles,45212,52018,48615
26/08,Jueves,45420,52258,48839
27/08,Viernes,44766,51506,48136
30/08,Lunes,43456,49998,46727
31/08,Martes,43570,50128,46849
1/09,Miércoles,43087,49573,46330
2/09,Jueves,41646,47916,44781
3/09,Viernes,42557,48963,45760
6/09,Lunes,42191,48543,45367
